id,driver,trip,driver_trip,duration,avg_speed,avg_acc,avg_corrected_speed,avg_corrected_acc,avg_angle_change,avg_distance,total_distance,fastest_speed,longest_distance,max_angle_change,times_speed_up,times_speed_down,per_speed_up,per_speed_down,var_corrected_instant_speed,var_corrected_instant_acc,highway,num_of_acc_4,hard_acc2,hard_brak2,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,speed1,speed2,speed3,speed4,speed5,speed6,speed7,speed8,speed9,speed10,speed_fill,acc_fill,per_of_speed_15,per_of_speed_11_15,per_of_speed_7_11,per_of_speed_5_7,per_of_speed_5,min_var,max_var,time_of_turning,avg_speed_turning,avg_speed_excluding_stop,10s_constant,10s_acceleration,10s_deceleration,time_taken_stop,max_dec,num_stop,avg_num_period,min_period,max_period,var_min_p,var_max_p,sd_distance,avg_dist_traveled,var_dur_stop,std_dur_stop,pro_acc_below1,pro_dec_below1,num_of_acc_3,num_of_acc_35,hard_acc15,hard_brak15,hard_acc25,hard_brak25,per_straight,per_10_45,per_45_90,per_90_120,per_120_170,per_back
129401,1633,1,1633_1,918,11.452767276986515,0.0,11.393914119663149,-0.0,3.921,11.45277,10513.64036,20.92893,70.43756,98.13,33,23,3.595,2.505,23.365300554437876,0.45627137304261883,0,1,0.218,0.218,53.130102354176827,70.559965171775303,71.565051176817448,71.565051176817448,81.869897645674669,81.869897645849875,89.999999999739458,89.999999999804587,89.999999999949907,98.130102354307098,0.09999999999990905,0.3605551275463075,0.2236067977497756,0.2236067977497756,0.5,0.5000000000000455,0.1414213562370201,0.42426406871138184,0.3605551275462602,0.5000000000005457,11.46164,2e-05,15.0,50.0,30.0,0.0,5.0,0.16998,48.49147,23,7.51,12.37754,15.250999999999999,44.118000000000002,40.631999999999998,0.0,0,5,165.59999999999999,6,399,0.38284231693357079,7.7889511547050452,1589.5892813951161,2095.8243400206729,446.88888888888886,21.139746660943903,47.8673,42.18009,1,1,1.198,0.871,0.109,0.109,94.55337690631808,3.812636165577342,1.4161220043572984,0.2178649237472767,0.0,0.0
129402,1633,10,1633_10,812,11.209490672985483,0.0,11.209490672985483,0.0,3.736,11.20949,9102.10643,19.16586,19.16586,122.212,24,17,2.956,2.094,28.969683384271256,0.68291079202204719,0,1,0.739,0.369,51.77673576976548,59.74356283648288,60.50147658631785,63.43494882290247,71.565051177025879,71.565051177182212,75.963756532027531,75.963756532027531,90.0,119.25721504523128,5.044799302251773,0.1000000000003638,5.119570294468081,0.22360679774981373,0.31622776601712554,0.1000000000003638,0.4123105625619425,0.4123105625619425,0.09999999999999432,15.505160431288676,11.33743,0.00012,16.667,38.889,27.778,5.556,11.111,0.04192,34.96284,19,6.367,12.13998,32.020000000000003,38.054000000000002,29.925999999999998,32.0,-0.47842448354400274,3,242.33333333333334,14,466,8.5546221368446957,15.473740050775502,2600.5915746854548,3022.1300430875167,462.25,21.5,51.00134,40.18692,1,1,1.601,0.985,0.246,0.123,93.34975369458128,5.295566502463054,0.9852216748768473,0.24630541871921183,0.12315270935960591,0.0
129403,1633,100,1633_100,535,8.1315661285954857,0.0,8.1315661285954857,0.0,4.373,8.13157,4350.38788,14.5031,14.5031,80.538,12,9,2.243,1.682,23.338136969175835,0.36297905548959647,0,1,0.187,0.374,53.130102354166404,53.130102354166404,63.434948822926366,63.434948822928526,69.443954780416533,74.054604099088209,75.963756532058198,75.963756532058198,75.963756532073532,75.963756532073532,0.5000000000000455,0.5000000000000455,0.1999999999999318,0.10000000000002274,0.8544003745319474,0.10000000000002274,0.4123105625614186,0.4123105625614186,0.41231056256185983,0.41231056256185983,8.22232,4e-05,0.0,27.273,54.545,0.0,18.182,0.27951,23.06355,14,4.134,9.66696,24.298999999999999,40.186999999999998,35.514000000000003,20.0,-0.5522080746956975,4,103.75,63,147,15.538446794274833,5.6864520120906272,435.06592706720033,1074.871890056505,391.25,19.780040444852482,47.88419,42.31626,1,1,1.495,1.308,0.187,0.187,90.8411214953271,7.102803738317757,2.05607476635514,0.0,0.0,0.0
129404,1633,101,1633_101,639,18.149786003477836,0.0,18.149786003477836,0.0,3.049,18.14979,11597.71326,34.03484,34.03484,120.964,17,11,2.66,1.721,101.61306145519016,0.92416676013810273,1,1,0.939,0.939,25.447316942404889,25.44768069511121,29.680899436866955,29.744881296869057,31.187291293353173,44.848022161437257,52.125016348888771,61.699244234133459,71.56505117699983,90.0,9.752948272189618,4.205948168962674,2.8442925306657574,0.22360679775018233,3.5341194094142936,7.6321687612369935,1.1401754250988787,1.0440306508911072,0.1999999999998181,0.0999999999994543,18.34712,1e-05,78.571,7.143,0.0,0.0,14.286,0.02615,86.10087,21,9.025,20.37276,17.213999999999999,47.417999999999999,35.368000000000002,20.0,-0.8508666425908242,2,276.0,186,366,19.777433162790395,61.414817485171369,2764.8356909337126,5791.2086689884836,0.0,0.0,49.03339,33.56766,1,1,2.973,2.034,0.313,0.469,93.42723004694835,5.790297339593114,0.4694835680751174,0.1564945226917058,0.1564945226917058,0.0
129405,1633,102,1633_102,1196,10.03596918531033,-0.0,10.03596918531033,-0.0,3.672,10.03597,12003.01915,25.90463,25.90463,180.0,23,23,1.923,1.923,79.521504785748988,0.27553234443621871,0,0,0.585,0.669,68.198590513649307,71.565051177078018,78.690067525979615,89.999999999999801,90.000000000000014,101.3099324740102,104.03624346792564,108.43494882291857,116.56505117707839,180.0,0.10000000000000853,0.4472135954999582,0.14142135623730978,0.22360679774998216,0.22360679774997877,0.3605551275463863,0.41231056256176674,0.14142135623731403,0.09999999999999432,0.09999999999990905,10.11946,3e-05,34.615,15.385,11.538,0.0,38.462,0.00452,30.72831,29,4.456,15.36107,46.823,27.507999999999999,25.669,13.0,-0.3298313886275029,6,127.5,12,593,1.595854782986186,27.735070928773116,3650.870310919192,1993.0612751242199,11307.76,106.33795183282402,46.41026,41.92308,1,0,1.254,1.338,0.167,0.167,91.63879598662207,7.023411371237458,0.7525083612040134,0.4180602006688963,0.0,0.16722408026755853
129406,1633,103,1633_103,438,5.9675577020438313,0.0,5.9675577020438313,0.0,7.051,5.96756,2613.79027,14.30035,14.30035,135.0,8,9,1.826,2.055,16.59588064355361,0.76750645614815882,0,1,5.936,8.447,41.423665625005896,41.820169880135708,42.200576609138864,45.000000000032564,48.900493742382629,53.130102354166077,82.874983651111222,86.185925165708184,90.000000000016286,93.81407483429733,0.7071067811865476,7.433034373659253,8.720665112249176,0.0999999999999659,3.394112549695476,1.414213562373079,1.1401754250992027,0.8485281374238729,0.14142135623722107,1.0630145812734741,6.06439,3e-05,0.0,0.0,33.333,44.444,22.222,2.00049,13.00954,13,5.48,7.17072,9.1319999999999997,49.087000000000003,41.780999999999999,10.0,-0.3956735940435736,5,67.0,17,124,3.3451663669302327,9.9077007357639317,381.44473678299119,517.34729712910553,113.75999999999999,10.665833300778706,36.26374,32.41758,1,1,9.589,10.959,3.196,4.11,79.90867579908675,18.264840182648403,1.1415525114155252,0.45662100456621,0.228310502283105,0.0
129407,1633,104,1633_104,489,8.9552001621009971,-0.0,8.9552001621009971,-0.0,5.61,8.9552,4379.09288,18.95046,18.95046,164.055,17,16,3.476,3.272,30.929747929916896,1.2929343057334288,0,2,1.84,1.84,34.068358248379688,36.402429664895543,40.815083874871569,44.999999999991871,45.121733059419313,66.801409486363042,90.0,98.130102354155994,123.6900675259397,161.56505117702591,5.020956084253252,10.501904589168577,0.8062257748299396,0.20000000000004547,6.768308503607109,0.5,0.09999999999990905,0.2236067977498773,0.5099019513593499,0.31622776601712554,9.01886,0.0,10.0,30.0,30.0,10.0,20.0,1.08326,36.88187,16,6.927,10.73566,12.27,42.331000000000003,45.399000000000001,20.5,-0.5871564300782347,5,77.400000000000006,18,251,6.3876319312975056,9.3397412247205249,1190.0614245010202,865.81798654880947,389.55555555555549,19.737161790783279,33.41523,38.82064,3,2,4.294,3.885,1.431,1.636,88.5480572597137,10.020449897750511,0.40899795501022496,0.40899795501022496,0.6134969325153374,0.0
129408,1633,105,1633_105,260,8.946972745982535,0.0,8.946972745982535,0.0,6.751,8.94697,2326.21291,19.42833,19.42833,180.0,6,7,2.308,2.692,48.64752483649189,0.65800544609841694,0,1,0.385,1.923,33.033649523375338,34.673790452614256,35.143529178638126,36.799853940508847,37.623745978912694,42.852414571701587,56.309932474025217,90.0,170.53767779198319,180.0,4.301162633521314,3.911521443121593,2.3345235059857017,1.00498756211208,1.6278820596100965,4.3416586692184795,0.7211102550926465,0.5,0.1999999999999318,0.10000000000002274,9.21531,0.00033,40.0,0.0,20.0,20.0,20.0,1.10897,24.59582,9,6.441,11.89369,19.231000000000002,40.384999999999998,40.384999999999998,12.0,-0.9861418893399091,2,95.0,20,170,1.9109857154223757,23.714873779561376,1059.7517700552407,1157.0646968113047,506.25,22.5,38.46154,40.51282,1,1,3.077,3.462,0.385,0.385,85.76923076923077,12.307692307692308,0.38461538461538464,0.38461538461538464,0.0,1.1538461538461537
129409,1633,106,1633_106,1392,9.6532239132281479,-0.0,9.6532239132281479,-0.0,4.122,9.65322,13437.28769,24.38299,24.38299,180.0,27,30,1.94,2.155,73.516065494873359,0.38336604349163067,0,1,0.79,0.503,89.99999999996092,90.000000000011937,98.130102354136454,104.03624346795331,116.56505117707799,116.56505117715616,126.86989764586227,153.43494882292202,153.43494882293072,158.00887008276879,0.44721359549980544,0.6708203932500386,0.2236067977498773,0.5830951894845652,0.10000000000002274,0.22360679775018233,0.1000000000003638,0.4472135954995512,0.10000000000013642,0.41231056256172194,9.7172,5e-05,23.333,26.667,13.333,0.0,36.667,0.00128,55.70256,27,4.549,14.7064,40.229999999999997,30.603000000000002,29.167000000000002,22.5,-0.19229198840891734,8,109.625,8,326,1.0364870493920411,22.858561546875308,1894.4782423696045,1670.8955557994241,23817.5,154.32919360898637,41.44737,41.88596,1,1,1.509,1.078,0.431,0.359,92.3132183908046,5.531609195402299,1.4367816091954022,0.35919540229885055,0.28735632183908044,0.07183908045977011
129410,1633,107,1633_107,656,17.870195399021163,0.0,17.870195399021163,0.0,3.116,17.8702,11722.84818,29.18938,29.18938,120.964,15,14,2.287,2.134,60.583601156900308,0.50029218238076134,1,1,0.305,0.152,28.188510439002822,31.189922908103799,31.293038995913918,31.504266719196302,40.107022683540904,48.152815803813716,71.56505117707799,75.963756532088851,90.0,116.56505117702588,7.839005038906404,4.939635614091378,4.099999999999454,3.6359317925396883,3.8078865529319303,7.420242583635732,0.4472135954995512,0.14142135623782398,0.28284271247436177,0.44721359550036466,18.08327,8e-05,85.714,7.143,0.0,0.0,7.143,0.46796,29.54501,18,10.784,19.62395,21.341000000000001,42.530000000000001,36.128,17.0,-0.31981069891083164,1,595.0,595,595,31.292978256351148,31.292978256351148,0.0,11713.710811386609,0.0,0.0,48.40871,39.69849,1,1,1.067,1.829,0.152,0.152,93.75,5.335365853658536,0.4573170731707317,0.3048780487804878,0.1524390243902439,0.0
129411,1633,108,1633_108,1185,1.0558948248608244,0.0,1.0558948248608244,0.0,4.064,1.05589,1251.23537,27.29194,27.29194,180.0,7,7,0.591,0.591,5.8297696631359255,1.2883071056285746,0,1,0.169,0.169,108.43494882292231,108.43494882292231,120.96375653207285,161.56505117707812,172.27748269788952,180.0,180.0,180.0,180.0,180.0,0.3162277660168374,0.3162277660168374,0.41231056256176674,0.14142135623731025,27.291940202191565,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.40000000000000036,1.04678,5e-05,0.0,0.0,3.846,0.0,96.154,0.00062,15.57632,40,1.117,4.82437,77.637,12.574,9.7889999999999997,27.0,-0.18920310281462413,5,45.200000000000003,10,116,0.43115296963541139,7.9126390342491808,271.63315543174463,229.90244699904875,120814.25,347.58344321903479,52.19124,41.03586,1,1,0.338,0.253,0.169,0.084,92.48945147679325,5.3164556962025316,0.759493670886076,0.6751054852320675,0.16877637130801687,0.5907172995780591
129412,1633,109,1633_109,211,4.5107114049523078,0.0,4.5107114049523078,0.0,4.683,4.51071,951.76011,16.65443,16.65443,90.0,2,3,0.948,1.422,30.986136649669188,1.1613275714586284,0,1,3.791,4.739,24.373242447074325,28.62546445271413,37.522881634610997,40.701537096235967,42.240892341379997,44.8044520237314,60.945395900922243,60.945395900922243,60.945395900922804,90.0,5.6080299571240015,4.638965401897271,4.825971404805463,2.25610283453574,5.255473337388362,2.842534080710385,1.0295630140986802,1.0295630140986802,0.1999999999999993,0.10000000000000142,4.58042,0.00073,0.0,25.0,0.0,25.0,50.0,7.52588,35.86686,12,3.192,8.6954,28.436,38.389000000000003,33.174999999999997,12.0,-0.9152519039296177,2,48.0,7,89,8.5790047026820222,17.371139445793439,420.13619112502488,468.55828081112355,67.840000000000003,8.2365041127895999,28.44037,35.77982,1,1,5.213,9.479,1.896,1.422,90.04739336492891,7.5829383886255926,1.4218009478672986,0.9478672985781991,0.0,0.0
129413,1633,11,1633_11,305,12.721434943587902,0.0,12.721434943587902,0.0,3.956,12.72143,3880.03766,24.14953,24.14953,158.199,5,6,1.639,1.967,69.898273303929557,2.2096337431445869,0,1,0.984,0.656,23.070412249811071,24.943905263428245,30.013927339931609,30.529705899931226,33.690067525973099,45.000000000000007,51.340191745911511,63.43494882292201,90.0,146.30993247399016,1.081665382639222,5.261178575186625,4.997999599839857,1.4142135623731915,0.599999999999909,0.40000000000009095,1.2806248474865414,0.09999999999990905,0.20000000000004547,0.09999999999990905,12.84336,4e-05,50.0,33.333,0.0,0.0,16.667,2.70263,47.77507,5,3.187,16.1404,19.672000000000001,40.984000000000002,39.344000000000001,0.0,0,1,233.0,233,233,27.936203949280713,27.936203949280713,0.0,3866.3353998065772,0.0,0.0,40.41667,35.0,1,1,3.934,1.967,0.328,0.328,92.78688524590164,5.245901639344262,0.9836065573770492,0.32786885245901637,0.6557377049180327,0.0
129414,1633,110,1633_110,1389,13.952770883999884,0.0,13.952770883999884,0.0,3.546,13.95277,19380.39876,27.36604,27.36604,180.0,32,28,2.304,2.016,41.376268171924046,0.5978771310495804,1,1,0.504,0.288,45.000000000065135,46.689328540915291,48.542322513457087,56.309932473990152,78.690067525977284,90.0,90.000000000065143,90.000000000455984,123.69006752597728,180.0,0.09999999999990905,4.341658669220074,6.293647591023829,0.3605551275461971,0.2828427124748441,0.42426406871218575,0.5656854249493666,0.14142135623653776,0.28284271247436177,0.2828427124748441,14.00632,-0.0,36.667,43.333,10.0,0.0,10.0,0.21485,32.8486,30,8.545,14.8288,17.998999999999999,41.540999999999997,40.460999999999999,18.25,-0.09810681662075553,7,182.85714285714286,5,458,0.065531939722870761,27.377731704419137,3256.7486022843073,2760.8428648478634,325.6875,18.046814123273947,44.25727,43.64472,1,1,1.8,1.656,0.216,0.144,92.29661627069835,6.767458603311735,0.503959683225342,0.2159827213822894,0.07199424046076314,0.14398848092152627
129415,1633,111,1633_111,404,7.8453819435275527,0.0,7.8453819435275527,0.0,5.038,7.84538,3169.53431,17.72005,17.72005,161.565,8,11,1.98,2.723,33.454388100765897,0.44008792408411834,0,0,0.495,0.743,29.229490884817597,30.963756532088851,54.462322208018584,63.434948822791746,71.565051177104053,75.963756532058198,98.130102354142963,102.52880770911014,105.25511870301669,108.43494882292038,4.080441152620628,0.41231056256183224,0.14142135623718088,0.14142135623750243,0.09999999999990905,0.09999999999990905,0.22360679774997896,0.22360679774997896,0.5099019513593053,0.09999999999999432,7.99164,0.00015,12.5,37.5,12.5,0.0,37.5,1.38239,14.08649,13,5.543,10.38023,24.751999999999999,39.109000000000002,36.139000000000003,0.0,0,3,96.0,20,233,8.4952123534317359,10.62721636373141,1239.8514686606045,1042.0964390195106,581.5,24.114311103574988,43.09211,41.11842,0,0,1.238,3.218,0.0,0.0,90.5940594059406,7.178217821782178,0.9900990099009901,0.9900990099009901,0.24752475247524752,0.0
129416,1633,112,1633_112,503,11.066311296336307,-0.0,11.066311296336307,-0.0,5.259,11.06631,5566.35458,27.6134,27.6134,180.0,10,15,1.988,2.982,95.045481926774244,0.60218230201740897,0,0,0.795,0.795,68.902050411015026,71.565051177078004,74.604450745978937,89.999999999999247,90.0,90.000000000000014,90.000000000000512,90.000000000010033,120.96375653208884,143.13010235417161,5.059644256269551,0.4472135954999578,0.3605551275462602,0.14142135623730775,0.1,0.1414213562373095,0.282842712474618,0.36055512754657554,0.1000000000003638,0.49999999999972716,11.2896,2e-05,36.364,9.091,18.182,9.091,27.273,0.0037,79.71904,15,3.163,16.17873,37.773000000000003,30.417000000000002,31.809000000000001,11.67,-0.08854330768606267,4,82.25,5,207,0.13264523073468598,30.384592896712562,1697.5003596843221,1383.0012850319542,844.5,29.060282173440779,39.94169,41.98251,0,0,2.386,1.392,0.795,0.596,90.65606361829026,6.560636182902584,1.3916500994035785,0.7952286282306164,0.3976143141153082,0.1988071570576541
129417,1633,113,1633_113,1251,5.8823043877858554,8e-05,5.8823043877858554,8e-05,14.122,5.8823,7358.76279,23.67995,23.67995,180.0,18,12,1.439,0.959,48.400333618611917,0.45705493973181321,0,4,1.679,1.679,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,5.9137,2e-05,11.111,7.407,22.222,11.111,48.148,0.02603,22.67532,40,2.147,11.64845,51.957999999999998,25.5,22.542000000000002,18.5,-0.5706701109733326,7,85.0,35,184,5.3559401611628568,33.49731360601006,920.30268300183241,1030.7844654841879,12562.693877551021,112.08342374120726,44.53376,35.69132,5,4,2.638,2.958,1.199,0.879,78.25739408473221,9.752198241406875,5.435651478816946,4.876099120703437,0.7194244604316546,0.9592326139088729
