id,driver,trip,driver_trip,duration,avg_speed,avg_acc,avg_corrected_speed,avg_corrected_acc,avg_angle_change,avg_distance,total_distance,fastest_speed,longest_distance,max_angle_change,times_speed_up,times_speed_down,per_speed_up,per_speed_down,var_corrected_instant_speed,var_corrected_instant_acc,highway,num_of_acc_4,hard_acc2,hard_brak2,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,speed1,speed2,speed3,speed4,speed5,speed6,speed7,speed8,speed9,speed10,speed_fill,acc_fill,per_of_speed_15,per_of_speed_11_15,per_of_speed_7_11,per_of_speed_5_7,per_of_speed_5,min_var,max_var,time_of_turning,avg_speed_turning,avg_speed_excluding_stop,10s_constant,10s_acceleration,10s_deceleration,time_taken_stop,max_dec,num_stop,avg_num_period,min_period,max_period,var_min_p,var_max_p,sd_distance,avg_dist_traveled,var_dur_stop,std_dur_stop,pro_acc_below1,pro_dec_below1,num_of_acc_3,num_of_acc_35,hard_acc15,hard_brak15,hard_acc25,hard_brak25
44801,1212,1,1212_1,191,3.85121,0.0,3.85121,0.0,7.415,3.85121,735.58047,9.27793,9.27793,174.806,2,1,1.047,0.524,10.596374887175257,0.67740546176816341,0,1,6.283,6.806,25.539524295233399,28.857287108520737,32.547568102935379,33.314362881322957,34.603507022998244,61.260204708309224,71.565051177074736,79.261102899094382,84.289406862500698,90.0,6.818357573492318,6.868041933477111,6.140032573203495,4.763402145525813,4.3278170016764745,0.3162277660168559,1.0999999999999943,0.9055385138137404,0.19999999999998863,0.09999999999999432,3.9074,0.0001,0.0,0.0,25.0,25.0,50.0,0.02359,4.99446,7,2.955,6.12144,26.178000000000001,36.649000000000001,37.173000000000002,0.0,0,2,56.5,10,103,1.580589856347983,2.6093693790518224,293.54757875625205,358.6547290115443,0.0,0.0,32.20339,32.20339,1,1,8.901,9.424,3.141,3.141
44802,1212,10,1212_10,945,4.84636,-0.0,4.84636,-0.0,10.147,4.84636,4579.80633,16.54872,16.54872,180.0,17,13,1.799,1.376,18.323162487642819,0.57709371472452187,0,0,4.127,6.032,101.30993247402021,101.30993247402273,105.25511870305778,105.25511870305778,111.37062226933625,119.74488129696987,155.28255908891614,168.6900675259773,170.53767779197085,180.0,1.140175425099138,1.1401754250991478,1.140175425099138,1.140175425099138,1.104536101718761,1.140175425099124,1.2165525060596403,0.20000000000004547,0.608276253029736,0.09999999999999987,4.89587,3e-05,0.0,5.0,20.0,25.0,50.0,0.00298,19.41714,35,3.787,7.25787,14.815,44.549999999999997,40.634999999999998,12.88,-0.33813472638055,11,54.545454545454547,7,149,0.25291591836617694,17.607084311252866,424.32378340563855,406.47393543496418,738.25,27.170756338387051,36.12903,36.12903,1,1,6.667,9.63,0.952,2.011
44803,1212,100,1212_100,371,6.05625,0.0,6.05625,0.0,7.002,6.05625,2246.87007,12.59603,12.59603,180.0,6,13,1.617,3.504,14.599447899858529,0.55646366207065534,0,0,2.695,2.965,35.36317986129913,39.55966796899461,39.849146160969795,44.999999999999872,53.130102354149635,69.829346588146052,73.11320887605595,74.744881296942253,79.992020198558649,180.0,6.120457499239737,0.22360679774997935,5.147815070493332,0.09999999999999964,0.09999999999990905,0.2236067977500171,1.1704699910719625,0.9999999999999999,0.4242640687119283,0.09999999999999964,6.21269,5e-05,0.0,0.0,62.5,0.0,37.5,0.02385,12.79305,13,4.707,7.93883,13.477,41.779000000000003,44.744,8.0,-0.4113488104896593,1,276.0,276,276,3.7567809399977397,3.7567809399977397,0.0,2226.7193031710881,729.0,27.0,34.1637,39.50178,0,0,5.66,7.817,1.078,1.078
44804,1212,101,1212_101,402,10.34217,0.0,10.34217,0.0,5.741,10.34217,4157.55316,21.00119,21.00119,90.0,6,8,1.493,1.99,36.976318461837657,0.89964958105164372,0,1,3.731,3.234,44.999999999951157,45.000000000000007,45.000000000032564,45.000000000032564,45.000000000032564,45.000000000032564,47.419509216652905,48.170329120117735,48.814074834281712,89.999999999991857,0.09999999999990905,0.09999999999990905,0.14142135623726126,0.14142135623726126,0.14142135623726126,0.14142135623726126,2.5,6.198386886924701,1.063014581273696,0.14142135623718088,10.46664,9e-05,25.0,37.5,12.5,12.5,12.5,0.60774,16.44937,9,5.971,12.28052,9.9499999999999993,46.020000000000003,44.030000000000001,5.0,-0.9382178667407496,1,337.0,337,337,19.979204339521491,19.979204339521491,0.0,4150.8150901196341,0.0,0.0,42.60355,37.86982,1,1,6.965,9.453,1.741,1.244
44805,1212,102,1212_102,962,5.23161,0.0,5.23161,0.0,4.409,5.23161,5032.80712,17.74852,17.74852,180.0,9,10,0.936,1.04,26.962718179599754,0.48077863734520954,0,0,4.47,5.821,44.999999999973532,44.999999999998479,45.000000000025459,48.814074834296846,56.309932474044331,57.339087278329984,62.102728969056592,90.0,179.99999879258175,179.99999879258175,0.10000000000000142,1.1313708498984418,0.09999999999990905,1.0630145812736014,0.36055512754629865,1.3601470508735276,0.2828427124746833,0.09999999999990905,0.1414213562372437,0.1414213562372437,5.27305,0.0,0.0,14.286,28.571,9.524,47.619,0.00042,15.1974,21,4.511,9.09057,34.304000000000002,35.447000000000003,30.248999999999999,10.0,-0.3622282125478737,3,183.0,37,310,10.5907613446114,13.780456358463901,1034.4626825574489,1669.0666609841635,20592.25,143.5,35.93466,34.48276,1,0,6.861,7.588,1.767,2.391
44806,1212,103,1212_103,1777,4.24021,0.00061,4.24021,0.00061,6.898,4.24021,7534.85792,16.03652,16.03652,180.0,31,25,1.745,1.407,19.14933029827451,0.50625088153657649,0,2,2.757,3.658,179.99999879258175,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.14142135623730964,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,4.26354,-0.0,0.0,5.128,20.513,17.949,56.41,0.00124,19.90076,54,3.459,7.46731,33.765000000000001,34.439999999999998,31.795000000000002,13.0,-0.5070131337338423,12,80.5,9,288,0.48749337201444615,8.4547987405093821,788.28496169605614,617.06366620434437,25415.802469135804,159.4233435514881,34.76954,36.67335,4,3,5.234,6.584,1.351,1.576
44807,1212,104,1212_104,1589,5.01952,-0.0,5.01952,-0.0,8.191,5.01952,7976.01129,14.78716,14.78716,180.0,21,27,1.322,1.699,18.382411481101517,0.56601079057405257,0,1,4.279,5.223,87.510447077997156,87.878903603339211,89.999999999973952,90.0,90.000000000024428,91.548157698947165,105.25511870305529,138.36646066342712,153.43494882289596,166.29303899591875,1.0295630140985808,1.2083045973594262,0.22360679775008066,1.1313708498984116,1.1313708498985726,1.1704699910718304,1.1401754250991478,1.2041594578790975,0.10000000000013642,1.081665382639348,5.033,4e-05,0.0,0.0,40.0,14.286,45.714,0.10469,16.80932,45,2.794,7.93027,16.992000000000001,42.667999999999999,40.340000000000003,20.0,-0.3115058858416229,8,121.75,12,283,0.9266087041794423,2.8566539431914966,845.40143091181028,972.40811522545846,15321.333333333336,123.77937361827833,34.48627,37.63988,2,2,7.111,8.999,1.573,1.385
44808,1212,105,1212_105,512,9.48351,0.00039,9.48351,0.00039,7.289,9.48351,4855.55853,18.73873,18.73873,180.0,11,17,2.148,3.32,19.961696794164446,1.1964634916214048,0,1,4.492,7.422,39.839474871727496,40.395208172227967,40.720536469758862,47.355087154079385,54.462322208000273,65.44450263594139,73.975268245887349,81.573030978500256,81.573030978526319,170.53767779198844,6.96347614342147,6.887670143089028,3.0886890422959414,7.851751396981214,0.31622776601698177,6.484597134749594,5.703507692639492,1.220655561573266,0.2236067977497756,0.6082762530301659,9.60883,0.00053,0.0,27.273,54.545,18.182,0.0,1.16441,30.03782,13,7.273,10.32489,1.9530000000000001,47.460999999999999,50.585999999999999,9.0,-0.5730164489091518,4,115.25,30,253,10.953931302644214,11.995023229278633,1043.4093994411899,1206.7154463122076,37.555555555555557,6.1282587702834119,26.65245,35.60768,3,1,11.523,12.5,3.32,3.516
44809,1212,106,1212_106,696,5.46414,0.00032,5.46414,0.00032,13.345,5.46414,3803.04148,14.49,14.49,180.0,12,15,1.724,2.155,14.072196388234387,0.70833891507366009,0,1,4.885,4.454,116.56505117707799,120.96375653206971,125.03676698012572,135.0,135.0,135.00000000000003,144.86580694308435,179.99999879258175,180.0,180.0,1.118033988749895,1.1661903789690133,9.042676594902641,0.10000000000002274,0.10000000000002274,0.10000000000013642,5.220153254455275,1.4422205101854508,0.14142135623726126,0.14142135623726126,5.5073,0.00017,0.0,0.0,40.0,20.0,40.0,0.09463,12.77738,21,3.998,6.87081,8.6210000000000004,45.545999999999999,45.832999999999998,9.0,-0.3322806901870039,8,64.5,6,208,0.07557727253676895,6.0074102298020806,665.96181708647509,462.0459868152787,393.5,19.836834424877374,31.43382,39.88971,3,2,8.333,8.908,1.868,1.293
44810,1212,107,1212_107,840,11.25571,0.00012,11.25571,0.00012,5.155,11.25571,9454.7972,23.22456,23.22456,100.305,23,21,2.738,2.5,29.941756774267578,0.9227904435815486,0,3,5.952,6.31,36.563854550862089,43.085253040930056,43.249608775451449,45.00000000006515,45.442896009453911,51.674129139905524,75.379126011371568,79.695153531235022,79.695153531235022,79.695153531235022,9.222797840135422,8.845903006477066,7.0576199954370455,0.14142135623766322,10.049875621120927,10.317460927960859,0.20000000000004547,1.118033988750261,1.118033988750261,1.118033988750261,11.34561,0.00019,16.667,44.444,27.778,5.556,5.556,0.03149,30.90188,19,7.985,12.34689,5.952,47.619,46.429000000000002,4.0,-0.8360022573333689,2,380.5,368,393,17.479274351721628,19.590106324463555,87.754097378865026,4720.3443240547476,0.0,0.0,36.86275,35.55556,3,3,9.405,10.714,2.619,2.738
