id,driver,trip,driver_trip,duration,avg_speed,avg_acc,avg_corrected_speed,avg_corrected_acc,avg_angle_change,avg_distance,total_distance,fastest_speed,longest_distance,max_angle_change,times_speed_up,times_speed_down,per_speed_up,per_speed_down,var_corrected_instant_speed,var_corrected_instant_acc,highway,num_of_acc_4,hard_acc2,hard_brak2,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,speed1,speed2,speed3,speed4,speed5,speed6,speed7,speed8,speed9,speed10,speed_fill,acc_fill,per_of_speed_15,per_of_speed_11_15,per_of_speed_7_11,per_of_speed_5_7,per_of_speed_5,min_var,max_var,time_of_turning,avg_speed_turning,avg_speed_excluding_stop,10s_constant,10s_acceleration,10s_deceleration,time_taken_stop,max_dec,num_stop,avg_num_period,min_period,max_period,var_min_p,var_max_p,sd_distance,avg_dist_traveled,var_dur_stop,std_dur_stop,pro_acc_below1,pro_dec_below1,num_of_acc_3,num_of_acc_35,hard_acc15,hard_brak15,hard_acc25,hard_brak25
239601,2150,1,2150_1,386,10.18173,0.00107,10.18173,0.00107,5.522,10.18173,3930.14679,18.42715,18.42715,108.435,6,13,1.554,3.368,31.639369255953607,1.2747733267236061,0,1,5.44,5.699,45.0,45.000000000000007,45.000000000000007,45.000000000000007,45.000000000000007,45.00000000006515,45.00000000006515,45.444144433112136,51.485593429183503,105.25511870306228,0.14142135623718088,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.10000000000013642,0.14142135623766322,0.14142135623766322,3.0886890422961395,7.561084578286469,0.20000000000004547,10.28863,0.00029,25.0,12.5,50.0,0.0,12.5,1.10732,14.25881,9,5.393,11.9621,12.952999999999999,41.451000000000001,45.595999999999997,6.0,-0.5499999999999773,1,327.0,327,327,15.744178690835819,15.744178690835819,0.0,3923.5692916995354,0.0,0.0,35.67073,36.58537,1,1,11.658,10.622,2.591,3.109
239602,2150,10,2150_10,535,5.48025,0.00209,5.48025,0.00209,14.201,5.48025,2931.93606,15.11589,15.11589,180.0,10,11,1.869,2.056,23.591149012636063,0.90776019320811085,0,1,5.234,6.916,97.125016348895784,97.125016348895784,108.43494882292201,108.43494882292201,109.98310652189522,111.80140948635209,116.56505117707799,120.9637565320733,155.55604521958335,163.92642583525,0.14142135623718088,0.14142135623718088,0.14142135623730145,0.14142135623730145,1.1704699910718304,0.09999999999999432,1.118033988749895,1.166190378969057,1.208304597359452,1.1401754250991478,5.52201,-0.0,0.0,9.091,18.182,36.364,36.364,0.19021,26.81223,19,2.691,8.69345,13.084,43.924999999999997,42.991,13.4,-0.5278688228825223,7,46.142857142857146,23,91,5.7323830463076035,7.4323755388809145,258.96513262772635,407.03637315257237,589.4375,24.278333962609544,29.17933,29.17933,1,1,9.346,11.215,2.056,2.804
239603,2150,100,2150_100,165,5.17077,0.00086,5.17077,0.00086,8.53,5.17077,853.17785,20.50878,20.50878,180.0,2,4,1.212,2.424,41.827330071919086,2.9825917621237727,0,1,1.818,4.242,27.544894149843969,27.875886025126206,35.362461887070189,44.436453129186958,45.000000000002025,56.758949766739072,59.036243467924308,71.56505117707114,72.181111085470519,179.99999879258175,3.436568055487894,3.466987164671998,2.0615528128088303,3.206243908376324,0.09999999999999432,1.3453624047073558,1.8439088914585158,0.22360679774997896,1.3152946437965438,0.14142135623732158,4.99493,0.00049,0.0,33.333,0.0,0.0,66.667,0.82924,30.61747,5,2.13,9.20655,24.242000000000001,32.726999999999997,43.030000000000001,9.5,-0.5358114656718584,2,42.0,16,68,0.19240554207216426,34.964194714139296,362.06974154349643,408.69188415008978,722.0,26.870057685088806,26.66667,51.11111,1,1,5.455,6.667,1.212,1.818
239604,2150,101,2150_101,1368,15.56157,-0.0,15.56157,-0.0,3.489,15.56157,21288.2343,22.19234,22.19234,172.875,12,10,0.877,0.731,37.216184157959731,0.68991899561987169,1,0,8.041,8.553,75.963756532073532,75.96375653207366,82.874983651058116,82.874983651098162,82.874983651659392,89.999999999898222,90.0,131.63353933655586,147.99461679191688,160.55996517181731,0.7071067811865476,0.1414213562373093,1.118033988749895,0.28284271247461906,0.14142135623911023,0.1414213562375828,0.09999999999854481,0.09999999999854481,1.131370849898653,1.2649110640672079,15.67506,0.00012,73.333,6.667,10.0,0.0,10.0,0.20869,21.64949,15,5.24,16.86397,4.3860000000000001,48.537999999999997,47.076000000000001,7.0,-0.3862642051304629,3,419.66666666666669,221,702,34.172861934498528,6.0956862892521571,4227.8918176140942,7082.0429965519288,123.44000000000001,11.11035552986492,35.63492,35.2381,1,0,13.012,13.304,2.412,2.632
239605,2150,102,2150_102,237,4.19512,0.0,4.19512,0.0,17.315,4.19512,994.24352,12.61507,12.61507,176.186,4,6,1.688,2.532,13.135100374321413,0.93898976950214219,0,1,3.797,5.063,82.87498365109451,82.874983651098148,82.874983651098574,93.366460663416987,94.184916125120495,97.125016348898953,97.125016348901426,97.125016348901866,104.03624346792571,171.86989764584945,1.140175425099133,1.1401754250991443,0.14142135623732158,0.1414213562372914,1.1401754250991218,0.28284271247461296,1.140175425099133,0.42426406871192446,0.565685424949236,0.5000000000000029,4.23193,0.00062,0.0,0.0,20.0,40.0,40.0,0.65763,14.15669,7,3.089,6.16614,8.4390000000000001,45.148000000000003,46.414000000000001,12.0,-0.16472966645605233,4,36.75,8,108,1.7795839154064466,10.054841972824429,282.52266876927206,233.22506748336335,221.0,14.866068747318506,36.60131,35.94771,2,1,6.751,8.861,1.688,3.376
239606,2150,103,2150_103,233,4.23208,-0.0,4.23208,-0.0,17.064,4.23208,986.07455,14.33388,14.33388,165.735,2,7,0.858,3.004,13.915596720067995,0.77065346855834638,0,1,4.721,6.438,90.000000000000497,90.000000000000711,90.000000000002444,90.000000000002728,94.398705354995116,98.97262661489664,112.61986494804043,127.87498365109813,131.18592516570916,153.43494882292003,1.1313708498984762,0.2828427124746218,0.14142135623731528,1.1313708498984834,0.22360679774997896,6.800735254367722,0.10000000000000853,0.10000000000000053,1.063014581273458,0.22360679774998254,4.3603,0.00124,0.0,0.0,20.0,20.0,60.0,0.11032,8.17478,12,3.571,6.58871,8.5839999999999996,43.347999999999999,48.069000000000003,7.0,-0.5888143423763467,2,71.0,7,135,0.36268165051447721,7.1373987574032212,452.38578570531121,473.10579051044556,856.8888888888888,29.272664533466862,31.25,40.97222,4,1,7.296,12.017,2.146,2.575
239607,2150,104,2150_104,249,8.86309,0.0004,8.86309,0.0004,11.58,8.86309,2206.90878,19.1815,19.1815,174.904,3,7,1.205,2.811,50.811101988186721,1.6972012057474857,0,2,6.024,4.418,73.442928624368122,73.739795291691166,85.962289379022863,100.30484646876916,129.20720350496788,132.74888007330298,134.95826965085075,135.64168590041754,167.06770755578975,170.96868589368893,0.31622776601680197,0.2236067977500298,0.7280109889280518,1.1180339887498134,9.04267659490264,3.324154027718932,2.9206163733020465,4.539823785126467,18.821530224718714,18.232114523554316,9.22728,0.00015,40.0,0.0,20.0,20.0,20.0,2.04654,20.81275,6,5.496,12.45507,12.048,42.168999999999997,45.783000000000001,36.0,-0.3089410245887841,3,57.333333333333336,5,152,1.7952212740329982,22.853867509765017,917.50326721528813,728.84046330002604,702.25,26.5,32.38636,40.34091,4,3,9.237,8.835,2.811,2.811
239608,2150,105,2150_105,262,8.79409,0.00076,8.79409,0.00076,8.806,8.79409,2304.05159,20.64098,20.64098,180.0,7,6,2.672,2.29,35.405468615358245,1.3876970447349986,0,1,7.634,7.634,45.000000000032564,45.000000000032564,50.918806896375834,53.734556878976171,56.309932474020215,66.801409486351815,74.744881296942225,90.0,123.11134196037203,180.0,0.14142135623726126,0.14142135623726126,1.9723082923315922,1.3892443989450427,0.8999999999999999,2.2847319317591723,0.2,0.09999999999990905,1.442220510185596,0.10000000000013642,9.11634,0.00095,0.0,60.0,0.0,20.0,20.0,2.89586,21.05004,8,7.722,11.2687,15.266999999999999,45.037999999999997,39.695,15.0,-0.7041932825105969,2,97.5,18,177,6.0413345889806358,12.986360973102681,1016.5041432560207,1139.5528636604618,0.0,0.0,33.49754,26.10837,3,2,12.595,11.069,4.198,4.962
239609,2150,106,2150_106,320,7.99024,0.0,7.99024,0.0,6.661,7.99024,2556.87548,18.005,18.005,93.814,5,8,1.563,2.5,28.549005890787548,1.6358907037128472,0,1,6.563,6.563,32.448301449277835,44.999999999967429,45.000000000000007,45.000000000032578,78.690067525989804,78.690067525989804,82.874983651068149,89.999999999967429,90.0,90.0,1.6401219466858168,0.14142135623726126,0.10000000000013642,0.10000000000013642,1.081665382639159,1.081665382639159,1.1401754250991478,1.1313708498984116,0.14142135623718088,0.14142135623718088,8.01372,0.00233,14.286,14.286,14.286,42.857,14.286,1.72745,13.45577,11,4.887,9.56709,3.125,45.0,51.875,0.0,0,3,87.0,12,134,0.36555118016904015,15.030343218782932,678.31629423568563,840.42263576832568,69.5,8.3366660002665327,32.19697,37.12121,1,1,11.563,13.125,3.125,2.5
239610,2150,107,2150_107,339,7.03563,-0.0,7.03563,-0.0,7.69,7.03563,2385.08014,16.02248,16.02248,115.017,7,5,2.065,1.475,25.040995583660372,1.1707199253078944,0,2,6.195,9.44,44.999999999967422,44.999999999967429,45.000000000048857,46.789910608262829,58.22293148479293,61.249148016149285,74.744881296957274,76.759480084826677,100.30484646876343,105.25511870306228,0.14142135623726126,0.10000000000002274,0.10000000000002274,0.31622776601681996,5.62227711874831,2.5709920264364805,1.118033988749895,1.1045361017188589,1.1180339887497932,0.10000000000002274,7.10038,3e-05,0.0,28.571,28.571,14.286,28.571,0.59349,11.33956,6,3.887,8.74278,2.9500000000000002,50.737000000000002,46.313000000000002,10.0,-0.7688409380190975,6,43.333333333333336,8,137,0.99572446244372814,8.4032676369985531,534.29816820609949,392.47852179491133,441.0,21.0,35.79336,27.67528,4,2,10.619,12.094,2.655,2.95
