diver,trip,predict
1,1,0.926577648204,0.0734223517961
1,2,0.795027209568,0.204972790432
1,3,0.78117267742,0.21882732258
1,4,0.866421356397,0.133578643603
1,5,0.835659269731,0.164340730269
1,6,0.918521253295,0.0814787467047
1,7,0.821923079767,0.178076920233
1,8,0.844088469399,0.155911530601
1,9,0.561617153746,0.438382846254
1,10,0.901439517368,0.0985604826318
1,11,0.92399606424,0.0760039357604
1,12,0.881671543865,0.118328456135
1,13,0.790769442847,0.209230557153
1,14,0.799379931014,0.200620068986
1,15,0.761113056243,0.238886943757
1,16,0.806066133837,0.193933866163
1,17,0.913092276047,0.0869077239531
1,18,0.718814193865,0.281185806135
1,19,0.867643652105,0.132356347895
1,20,0.783682213926,0.216317786074
1,21,0.759615986572,0.240384013428
1,22,0.769309066986,0.230690933014
1,23,0.873972531828,0.126027468172
1,24,0.777042035384,0.222957964616
1,25,0.930407875371,0.0695921246287
1,26,0.662925606597,0.337074393403
1,27,0.770806017721,0.229193982279
1,28,0.586225392857,0.413774607143
1,29,0.878141491961,0.121858508039
1,30,0.909259418452,0.0907405815476
1,31,0.88476600617,0.11523399383
1,32,0.827414447591,0.172585552409
1,33,0.806586715596,0.193413284404
1,34,0.82249054944,0.17750945056
1,35,0.764546071668,0.235453928332
1,36,0.820653519924,0.179346480076
1,37,0.799598320936,0.200401679064
1,38,0.89509171096,0.10490828904
1,39,0.608726172012,0.391273827988
1,40,0.796023207462,0.203976792538
1,41,0.782211569639,0.217788430361
1,42,0.890330178198,0.109669821802
1,43,0.904567757507,0.0954322424935
1,44,0.968343813156,0.031656186844
1,45,0.842459565004,0.157540434996
1,46,0.69524795284,0.30475204716
1,47,0.866543230036,0.133456769964
1,48,0.884977009398,0.115022990602
1,49,0.803208031651,0.196791968349
1,50,0.906370156945,0.0936298430547
1,51,0.742251114331,0.257748885669
1,52,0.822285197833,0.177714802167
1,53,0.633815290158,0.366184709842
1,54,0.799759993074,0.200240006926
1,55,0.951596802651,0.0484031973492
1,56,0.819011101094,0.180988898906
1,57,0.827957986668,0.172042013332
1,58,0.825634982582,0.174365017418
1,59,0.830744835059,0.169255164941
1,60,0.844859688844,0.155140311156
1,61,0.74523907321,0.25476092679
1,62,0.783012181025,0.216987818975
1,63,0.655755082851,0.344244917149
1,64,0.790765927472,0.209234072528
1,65,0.790964283203,0.209035716797
1,66,0.768580825182,0.231419174818
1,67,0.543940811697,0.456059188303
1,68,0.802665942461,0.197334057539
1,69,0.812955700928,0.187044299072
1,70,0.62991411428,0.37008588572
1,71,0.805218962415,0.194781037585
1,72,0.876238003084,0.123761996916
1,73,0.887656137917,0.112343862083
1,74,0.767084167327,0.232915832673
1,75,0.77050052265,0.22949947735
1,76,0.86092764928,0.13907235072
1,77,0.773370210712,0.226629789288
1,78,0.623809080675,0.376190919325
1,79,0.778139025135,0.221860974865
1,80,0.794552566433,0.205447433567
1,81,0.822963089457,0.177036910543
1,82,0.758329064339,0.241670935661
1,83,0.917530833449,0.0824691665507
1,84,0.853607642518,0.146392357482
1,85,0.809732589013,0.190267410987
1,86,0.930511350782,0.0694886492183
1,87,0.59542164923,0.40457835077
1,88,0.801435901482,0.198564098518
1,89,0.778328956396,0.221671043604
1,90,0.825906653417,0.174093346583
1,91,0.8233013525,0.1766986475
1,92,0.807960721623,0.192039278377
1,93,0.848348810349,0.151651189651
1,94,0.850623725241,0.149376274759
1,95,0.780127016967,0.219872983033
1,96,0.794022635556,0.205977364444
1,97,0.656485224673,0.343514775327
1,98,0.747504870944,0.252495129056
1,99,0.790239653497,0.209760346503
1,100,0.831620064211,0.168379935789
1,101,0.814637997585,0.185362002415
1,102,0.892089262829,0.107910737171
1,103,0.821895456255,0.178104543745
1,104,0.757875360247,0.242124639753
1,105,0.798757356065,0.201242643935
1,106,0.775537091373,0.224462908627
1,107,0.966187609508,0.0338123904921
1,108,0.798681644753,0.201318355247
1,109,0.848201240523,0.151798759477
1,110,0.807811705286,0.192188294714
1,111,0.814216492739,0.185783507261
1,112,0.934233567453,0.0657664325466
1,113,0.833099319728,0.166900680272
1,114,0.86891705156,0.13108294844
1,115,0.653325832698,0.346674167302
1,116,0.819380157443,0.180619842557
1,117,0.809820451596,0.190179548404
1,118,0.788036601179,0.211963398821
1,119,0.811996600128,0.188003399872
1,120,0.809950168373,0.190049831627
1,121,0.773814061498,0.226185938502
1,122,0.663055940956,0.336944059044
1,123,0.829280590282,0.170719409718
1,124,0.751101024013,0.248898975987
1,125,0.749980057931,0.250019942069
1,126,0.808899928087,0.191100071913
1,127,0.835405795799,0.164594204201
1,128,0.765991373876,0.234008626124
1,129,0.866576800177,0.133423199823
1,130,0.77750638955,0.22249361045
1,131,0.769229241344,0.230770758656
1,132,0.752874427765,0.247125572235
1,133,0.794330940101,0.205669059899
1,134,0.635001680648,0.364998319352
1,135,0.837064106974,0.162935893026
1,136,0.836819571355,0.163180428645
1,137,0.797524322007,0.202475677993
1,138,0.806728203415,0.193271796585
1,139,0.816465103487,0.183534896513
1,140,0.836647841032,0.163352158968
1,141,0.773744437536,0.226255562464
1,142,0.8003179345,0.1996820655
1,143,0.820419046384,0.179580953616
1,144,0.717157035047,0.282842964953
1,145,0.904075305344,0.0959246946556
1,146,0.831437700909,0.168562299091
1,147,0.805710105059,0.194289894941
1,148,0.868008776869,0.131991223131
1,149,0.819955931422,0.180044068578
1,150,0.614163764078,0.385836235922
1,151,0.784271570697,0.215728429303
1,152,0.791980693269,0.208019306731
1,153,0.835543361615,0.164456638385
1,154,0.831225548626,0.168774451374
1,155,0.815179434819,0.184820565181
1,156,0.852778983801,0.147221016199
1,157,0.771562987972,0.228437012028
1,158,0.806218962184,0.193781037816
1,159,0.783130783855,0.216869216145
1,160,0.788610712105,0.211389287895
1,161,0.934385030796,0.0656149692044
1,162,0.829852276955,0.170147723045
1,163,0.585610793765,0.414389206235
1,164,0.749373802817,0.250626197183
1,165,0.788007611389,0.211992388611
1,166,0.778754494268,0.221245505732
1,167,0.80566763075,0.19433236925
1,168,0.807442367039,0.192557632961
1,169,0.891220652562,0.108779347438
1,170,0.732981877972,0.267018122028
1,171,0.785918501816,0.214081498184
1,172,0.787517041825,0.212482958175
1,173,0.775944484589,0.224055515411
1,174,0.808432606956,0.191567393044
1,175,0.839886401576,0.160113598424
1,176,0.733745090346,0.266254909654
1,177,0.796465275708,0.203534724292
1,178,0.766625208034,0.233374791966
1,179,0.813600333235,0.186399666765
1,180,0.80444408804,0.19555591196
1,181,0.820839267241,0.179160732759
1,182,0.826770874826,0.173229125174
1,183,0.954230786149,0.0457692138511
1,184,0.79550020244,0.20449979756
1,185,0.784611505835,0.215388494165
1,186,0.790224637872,0.209775362128
1,187,0.838318452438,0.161681547562
1,188,0.838228485894,0.161771514106
1,189,0.842939313109,0.157060686891
1,190,0.784264946236,0.215735053764
1,191,0.632958794322,0.367041205678
1,192,0.796471344316,0.203528655684
1,193,0.798983053757,0.201016946243
1,194,0.82266035271,0.17733964729
1,195,0.788975610606,0.211024389394
1,196,0.822053698621,0.177946301379
1,197,0.764634631,0.235365369
1,198,0.779523894575,0.220476105425
1,199,0.91148642459,0.0885135754104
1,200,0.820025012783,0.179974987217
2420,77
3043,178
2619,18
2201,130
352,181
28,120
1471,192
1357,164
2469,97
3185,39
1841,170
3261,181
3346,74
1217,86
258,167
1711,87
2134,78
185,115
2883,85
3386,158
1954,106
1061,9
2472,127
1137,15
2410,160
2767,125
2378,195
1992,24
3144,124
3326,65
1237,29
2132,134
1550,76
27,114
3387,86
1121,177
2935,48
102,139
2791,4
3504,194
1511,153
1881,75
1678,78
3582,112
2894,55
1637,62
2294,89
2153,184
2725,113
1933,142
139,113
2728,103
1535,73
1283,158
1758,16
2864,133
1708,164
2288,177
3373,84
2257,185
1522,72
2276,72
2812,110
1021,118
2969,87
3118,149
3141,187
322,161
3227,29
3032,175
3461,66
1485,106
2780,95
3134,183
2946,6
2326,30
2800,136
1898,194
1818,120
1842,195
239,127
2760,164
3339,97
1147,191
2341,168
2658,134
2783,137
3465,85
3204,199
2248,13
262,53
3503,9
1837,180
2406,98
3083,178
2404,64
2101,58
2186,80
2750,21
2959,95
2145,32
2227,93
1246,141
3530,185
1638,112
2092,110
1959,70
3037,110
1211,181
2761,62
1551,62
1324,184
1428,189
3123,124
2210,22
3438,174
1771,98
3518,23
19,75
2216,33
305,160
1519,113
21,119
1477,133
2827,17
1715,46
2522,98
1497,180
2374,92
1770,46
331,2
1234,133
2686,120
3495,89
2843,44
1202,26
332,56
3054,47
1743,60
3004,12
2222,180
144,156
3046,109
129,65
3157,23
3139,112
278,135
1142,34
1517,147
3075,180
1545,192
178,17
2572,74
1876,146
2863,143
3354,50
299,88
2829,10
2977,46
2105,131
2010,28
12,28
2019,122
3601,153
1154,32
1692,53
1652,138
3071,134
1311,192
297,45
2585,177
2520,115
1303,190
3199,156
3462,144
2944,5
1667,70
1520,12
2570,70
2180,87
1241,156
2627,159
1365,158
1263,18
289,20
1080,86
18,182
1064,8
1290,55
234,34
2929,58
1956,146
2023,26
1515,105
1013,174
3566,61
1548,98
150,124
3002,44
254,128
2849,25
3142,187
222,152
1278,24
3333,20
2031,139
1706,43
2332,90
2405,60
1848,145
132,130
119,112
3535,80
1861,133
3222,96
3089,145
2167,175
3194,10
194,116
1095,164
1654,61
2451,98
1783,153
3000,54
356,176
2050,92
2968,198
2198,103
2661,34
1543,60
1462,36
1640,163
1403,62
1193,46
3572,168
1025,66
345,170
2149,13
1785,120
2183,86
3308,79
2376,187
209,116
2809,51
3056,43
3562,165
2275,60
3267,59
2892,182
2139,153
2127,195
1696,67
2576,195
2525,82
1962,34
1948,53
2297,187
3105,87
1639,114
3390,99
1830,193
1250,37
2435,36
3135,177
2695,43
2356,167
2966,15
1562,116
1081,101
1204,91
3017,137
1247,64
2033,21
3258,69
357,56
2589,50
1604,186
1339,26
1098,121
1855,176
2202,122
3423,72
1318,97
1129,176
3207,69
3041,134
3429,133
3405,102
1040,179
3417,51
158,177
2177,18
1185,154
2577,9
1458,52
2114,105
1961,124
1406,17
3137,136
1253,123
2543,55
2806,75
336,142
2060,100
1354,39
1345,68
175,83
1073,29
1761,83
1355,172
2877,7
3160,133
1391,114
1596,189
1405,78
2099,50
1504,116
2298,129
1156,56
1490,70
3545,156
1814,42
2371,15
2920,96
2097,65
2546,71
2151,86
3022,170
3206,9
3303,33
2912,193
1813,100
226,51
1001,199
324,109
2280,128
2851,182
1676,172
1310,4
138,176
2440,47
2646,128
1578,71
2430,53
3283,173
35,81
2205,142
3256,190
2838,89
1199,49
3586,199
2143,39
1662,14
1364,53
1565,70
2478,64
2027,91
2131,127
3180,111
1668,123
1119,119
318,17
3506,25
3113,103
11,143
292,63
2655,70
2911,82
3489,15
1939,115
2384,168
1027,87
1356,74
1938,43
2590,134
2775,18
1865,179
1270,116
3593,112
2112,58
3029,29
1588,89
200,37
121,198
3094,106
3102,119
1441,54
2109,175
3272,84
2350,13
2411,142
3307,6
2366,180
2536,22
3432,93
25,115
2444,122
1252,98
1376,154
219,5
3095,102
2647,6
1647,3
2603,164
1333,29
1603,170
3361,73
2926,168
2361,8
2041,191
1947,54
1744,96
2571,140
2040,158
2632,25
2508,120
2208,150
2624,13
3270,140
1905,23
1285,36
2262,29
2020,176
1825,186
2622,196
3163,98
2377,2
1321,172
3091,186
1033,76
3215,65
3281,166
1277,148
1664,190
2490,148
3548,184
1991,50
1072,30
3409,150
2214,196
2592,169
3610,4
2554,56
1200,181
3553,26
2051,35
268,94
275,58
3533,78
1698,8
1615,95
2826,176
2563,34
1616,143
1890,97
3571,4
2481,64
2710,61
2212,121
1205,96
2122,100
2255,78
2620,172
1260,104
3187,198
3399,28
155,117
2904,62
291,181
2471,171
1480,152
1587,167
3337,139
1139,159
3350,127
257,103
2807,136
3564,27
1951,87
1389,117
125,19
3490,15
2193,147
3491,53
1786,92
1779,174
1049,32
3129,143
1432,78
1138,5
2088,87
1632,168
1586,142
3287,106
1062,103
2923,64
1860,6
111,182
1875,133
1110,90
3360,141
181,163
1941,174
1108,179
1180,149
1719,40
1328,32
2025,162
1265,70
2723,60
1347,131
3448,45
1542,9
3039,114
3230,112
2250,191
1378,103
3420,82
1796,152
1564,26
1894,62
1006,83
3340,91
1972,111
1630,102
3049,179
2537,135
1404,190
2321,75
1369,2
2631,199
3380,89
2110,110
2643,104
3189,176
2676,89
3559,119
3323,132
2573,137
1239,35
1435,113
3262,14
1883,172
3414,170
161,143
2599,101
253,141
3253,137
1866,89
1018,147
3312,166
153,85
360,39
1679,158
1446,195
2415,181
2626,75
1873,18
1981,10
1631,86
1366,94
2747,122
3577,95
128,98
2128,44
1077,23
236,7
1977,138
1725,123
2557,158
1100,69
2267,59
1911,117
295,55
2884,141
1879,123
1456,1
3544,55
1730,98
1209,19
