diver,trip,predict
3612,1,0.73745214102,0.26254785898
3612,2,0.90572759384,0.0942724061601
3612,3,0.886729004383,0.113270995617
3612,4,0.778985322488,0.221014677512
3612,5,0.27272510232,0.72727489768
3612,6,0.497161692722,0.502838307278
3612,7,0.544469000015,0.455530999985
3612,8,0.760849285049,0.239150714951
3612,9,0.491760625561,0.508239374439
3612,10,0.855777729639,0.144222270361
3612,11,0.546019100254,0.453980899746
3612,12,0.614479086955,0.385520913045
3612,13,0.577179962396,0.422820037604
3612,14,0.595305369549,0.404694630451
3612,15,0.740390366964,0.259609633036
3612,16,0.451138255893,0.548861744107
3612,17,0.602632772641,0.397367227359
3612,18,0.667839858366,0.332160141634
3612,19,0.447957143423,0.552042856577
3612,20,0.633274999518,0.366725000482
3612,21,0.475531045119,0.524468954881
3612,22,0.611953370153,0.388046629847
3612,23,0.488250856325,0.511749143675
3612,24,0.621680701176,0.378319298824
3612,25,0.422950256167,0.577049743833
3612,26,0.689723194537,0.310276805463
3612,27,0.429117272969,0.570882727031
3612,28,0.903022249723,0.0969777502769
3612,29,0.860708509491,0.139291490509
3612,30,0.58754477495,0.41245522505
3612,31,0.678498799912,0.321501200088
3612,32,0.495362890246,0.504637109754
3612,33,0.90728519119,0.0927148088103
3612,34,0.616086245511,0.383913754489
3612,35,0.484284438178,0.515715561822
3612,36,0.713158977077,0.286841022923
3612,37,0.761553131181,0.238446868819
3612,38,0.588285383815,0.411714616185
3612,39,0.616326949887,0.383673050113
3612,40,0.750380066643,0.249619933357
3612,41,0.584367311083,0.415632688917
3612,42,0.577033568468,0.422966431532
3612,43,0.985263778214,0.0147362217862
3612,44,0.628568394727,0.371431605273
3612,45,0.553041773831,0.446958226169
3612,46,0.678574824817,0.321425175183
3612,47,0.585702079146,0.414297920854
3612,48,0.722740940236,0.277259059764
3612,49,0.533309833397,0.466690166603
3612,50,0.579662763434,0.420337236566
3612,51,0.605162344122,0.394837655878
3612,52,0.532951496753,0.467048503247
3612,53,0.555049921699,0.444950078301
3612,54,0.716599902958,0.283400097042
3612,55,0.571372354786,0.428627645214
3612,56,0.616353659293,0.383646340707
3612,57,0.68922841883,0.31077158117
3612,58,0.561136351252,0.438863648748
3612,59,0.809839863642,0.190160136358
3612,60,0.676456434801,0.323543565199
3612,61,0.621804515098,0.378195484902
3612,62,0.265154123412,0.734845876588
3612,63,0.66343774256,0.33656225744
3612,64,0.479493879787,0.520506120213
3612,65,0.604804620592,0.395195379408
3612,66,0.624346215132,0.375653784868
3612,67,0.567892004346,0.432107995654
3612,68,0.518477018904,0.481522981096
3612,69,0.373713370995,0.626286629005
3612,70,0.644523408954,0.355476591046
3612,71,0.224945707243,0.775054292757
3612,72,0.961480621123,0.0385193788766
3612,73,0.594892125514,0.405107874486
3612,74,0.473294212788,0.526705787212
3612,75,0.661553630223,0.338446369777
3612,76,0.598546276332,0.401453723668
3612,77,0.663658101856,0.336341898144
3612,78,0.486415647841,0.513584352159
3612,79,0.642219632388,0.357780367612
3612,80,0.83173196194,0.16826803806
3612,81,0.993672166854,0.00632783314592
3612,82,0.930204006865,0.0697959931345
3612,83,0.740019502494,0.259980497506
3612,84,0.741194026962,0.258805973038
3612,85,0.655096785604,0.344903214396
3612,86,0.494159680181,0.505840319819
3612,87,0.607939704449,0.392060295551
3612,88,0.531279771746,0.468720228254
3612,89,0.56551044492,0.43448955508
3612,90,0.689757943134,0.310242056866
3612,91,0.275638917159,0.724361082841
3612,92,0.552118012215,0.447881987785
3612,93,0.727280700677,0.272719299323
3612,94,0.491957877262,0.508042122738
3612,95,0.636912976163,0.363087023837
3612,96,0.645479170221,0.354520829779
3612,97,0.420479531476,0.579520468524
3612,98,0.68306151117,0.31693848883
3612,99,0.656999047347,0.343000952653
3612,100,0.710540259208,0.289459740792
3612,101,0.873237487213,0.126762512787
3612,102,0.547711196777,0.452288803223
3612,103,0.245615507058,0.754384492942
3612,104,0.424747774465,0.575252225535
3612,105,0.522633862736,0.477366137264
3612,106,0.376823885729,0.623176114271
3612,107,0.255791287845,0.744208712155
3612,108,0.492300783421,0.507699216579
3612,109,0.553423570501,0.446576429499
3612,110,0.493474339513,0.506525660487
3612,111,0.993385011556,0.00661498844413
3612,112,0.607625025115,0.392374974885
3612,113,0.42506456786,0.57493543214
3612,114,0.812233887567,0.187766112433
3612,115,0.996404757287,0.00359524271302
3612,116,0.480223106128,0.519776893872
3612,117,0.889467976545,0.110532023455
3612,118,0.840984414478,0.159015585522
3612,119,0.796450272585,0.203549727415
3612,120,0.906022654916,0.0939773450843
3612,121,0.620238159399,0.379761840601
3612,122,0.862817795322,0.137182204678
3612,123,0.472509266842,0.527490733158
3612,124,0.672026370075,0.327973629925
3612,125,0.68135586184,0.31864413816
3612,126,0.709988874009,0.290011125991
3612,127,0.628560864203,0.371439135797
3612,128,0.704784657942,0.295215342058
3612,129,0.6574930521,0.3425069479
3612,130,0.555555224301,0.444444775699
3612,131,0.484736426566,0.515263573434
3612,132,0.395491878526,0.604508121474
3612,133,0.692765153954,0.307234846046
3612,134,0.738244918769,0.261755081231
3612,135,0.996438352411,0.00356164758917
3612,136,0.513768454984,0.486231545016
3612,137,0.993315776963,0.00668422303681
3612,138,0.321322965217,0.678677034783
3612,139,0.676576490334,0.323423509666
3612,140,0.568600173633,0.431399826367
3612,141,0.410163121579,0.589836878421
3612,142,0.561567341626,0.438432658374
3612,143,0.518182451223,0.481817548777
3612,144,0.449045209082,0.550954790918
3612,145,0.991831464783,0.00816853521749
3612,146,0.993120109835,0.00687989016505
3612,147,0.577847465728,0.422152534272
3612,148,0.561082616516,0.438917383484
3612,149,0.561899917788,0.438100082212
3612,150,0.427768872192,0.572231127808
3612,151,0.710159959938,0.289840040062
3612,152,0.615094440871,0.384905559129
3612,153,0.509980398101,0.490019601899
3612,154,0.725012657321,0.274987342679
3612,155,0.719963642047,0.280036357953
3612,156,0.703961857628,0.296038142372
3612,157,0.748950508559,0.251049491441
3612,158,0.586536950278,0.413463049722
3612,159,0.452688287079,0.547311712921
3612,160,0.840066658384,0.159933341616
3612,161,0.617460140863,0.382539859137
3612,162,0.391793127223,0.608206872777
3612,163,0.255651949311,0.744348050689
3612,164,0.238763280709,0.761236719291
3612,165,0.420634910506,0.579365089494
3612,166,0.399463923646,0.600536076354
3612,167,0.590355170762,0.409644829238
3612,168,0.667215891611,0.332784108389
3612,169,0.640825181919,0.359174818081
3612,170,0.499180904034,0.500819095966
3612,171,0.592202180735,0.407797819265
3612,172,0.719065009833,0.280934990167
3612,173,0.580121200231,0.419878799769
3612,174,0.622323488534,0.377676511466
3612,175,0.654889417792,0.345110582208
3612,176,0.457898230929,0.542101769071
3612,177,0.666363782371,0.333636217629
3612,178,0.515845491475,0.484154508525
3612,179,0.73181044328,0.26818955672
3612,180,0.75764750766,0.24235249234
3612,181,0.503758286703,0.496241713297
3612,182,0.818094450063,0.181905549937
3612,183,0.676710118394,0.323289881606
3612,184,0.59542070079,0.40457929921
3612,185,0.249433457213,0.750566542787
3612,186,0.622182113517,0.377817886483
3612,187,0.817147008753,0.182852991247
3612,188,0.487683009845,0.512316990155
3612,189,0.65662598437,0.34337401563
3612,190,0.659977571137,0.340022428863
3612,191,0.407498083436,0.592501916564
3612,192,0.624033853059,0.375966146941
3612,193,0.406498846434,0.593501153566
3612,194,0.962104220172,0.0378957798284
3612,195,0.279519441908,0.720480558092
3612,196,0.48384856919,0.51615143081
3612,197,0.641799521517,0.358200478483
3612,198,0.472830768229,0.527169231771
3612,199,0.632424002694,0.367575997306
3612,200,0.506626572351,0.493373427649
2527,160
1499,50
2105,93
3238,179
2523,126
3270,189
2550,86
1067,104
2843,6
2846,46
2169,62
1316,193
2793,180
2591,17
2434,69
1777,152
2922,193
2932,19
2271,72
1634,81
3208,65
3195,9
2089,133
2785,111
1758,126
1548,190
