diver,trip,predict
2,1,0.489671609342,0.510328390658
2,2,0.71348669464,0.28651330536
2,3,0.505857663142,0.494142336858
2,4,0.486544546854,0.513455453146
2,5,0.977141431452,0.0228585685476
2,6,0.438211315277,0.561788684723
2,7,0.618234723849,0.381765276151
2,8,0.713130437756,0.286869562244
2,9,0.529336326338,0.470663673662
2,10,0.506979449107,0.493020550893
2,11,0.399804230129,0.600195769871
2,12,0.637419444976,0.362580555024
2,13,0.964019904128,0.035980095872
2,14,0.350256117334,0.649743882666
2,15,0.908229262894,0.0917707371056
2,16,0.355582783129,0.644417216871
2,17,0.348291204871,0.651708795129
2,18,0.309141741413,0.690858258587
2,19,0.376734330986,0.623265669014
2,20,0.356382401977,0.643617598023
2,21,0.476703032254,0.523296967746
2,22,0.763174398065,0.236825601935
2,23,0.582767927873,0.417232072127
2,24,0.426798235216,0.573201764784
2,25,0.688732569911,0.311267430089
2,26,0.458145139455,0.541854860545
2,27,0.336957139868,0.663042860132
2,28,0.428694715275,0.571305284725
2,29,0.465502877947,0.534497122053
2,30,0.412090502045,0.587909497955
2,31,0.714742666013,0.285257333987
2,32,0.925101087664,0.0748989123357
2,33,0.463267131146,0.536732868854
2,34,0.554658010356,0.445341989644
2,35,0.495232629818,0.504767370182
2,36,0.421607746251,0.578392253749
2,37,0.533871568074,0.466128431926
2,38,0.645370063193,0.354629936807
2,39,0.379434092312,0.620565907688
2,40,0.814231848137,0.185768151863
2,41,0.425798684164,0.574201315836
2,42,0.33766592439,0.66233407561
2,43,0.585478065709,0.414521934291
2,44,0.355995688841,0.644004311159
2,45,0.571868934619,0.428131065381
2,46,0.653975691679,0.346024308321
2,47,0.731832640335,0.268167359665
2,48,0.358121839007,0.641878160993
2,49,0.687800401372,0.312199598628
2,50,0.605849680593,0.394150319407
2,51,0.721299811583,0.278700188417
2,52,0.437210518439,0.562789481561
2,53,0.965465932272,0.0345340677282
2,54,0.489493169609,0.510506830391
2,55,0.470505442076,0.529494557924
2,56,0.569502845874,0.430497154126
2,57,0.580592784828,0.419407215172
2,58,0.557210778723,0.442789221277
2,59,0.443994420586,0.556005579414
2,60,0.566851110878,0.433148889122
2,61,0.985703329182,0.0142966708184
2,62,0.306484623024,0.693515376976
2,63,0.886250064811,0.113749935189
2,64,0.442119859264,0.557880140736
2,65,0.367027311069,0.632972688931
2,66,0.53095566987,0.46904433013
2,67,0.369532591627,0.630467408373
2,68,0.382115995092,0.617884004908
2,69,0.467829405095,0.532170594905
2,70,0.324656927741,0.675343072259
2,71,0.693406253117,0.306593746883
2,72,0.582404862961,0.417595137039
2,73,0.786456308778,0.213543691222
2,74,0.600058627746,0.399941372254
2,75,0.472018022008,0.527981977992
2,76,0.359064444254,0.640935555746
2,77,0.590206450421,0.409793549579
2,78,0.544912407658,0.455087592342
2,79,0.659648244336,0.340351755664
2,80,0.662397989176,0.337602010824
2,81,0.788004665103,0.211995334897
2,82,0.35359522862,0.64640477138
2,83,0.377457570448,0.622542429552
2,84,0.777888892732,0.222111107268
2,85,0.666057186465,0.333942813535
2,86,0.274661287565,0.725338712435
2,87,0.733630417376,0.266369582624
2,88,0.455634423488,0.544365576512
2,89,0.353352903834,0.646647096166
2,90,0.579186000961,0.420813999039
2,91,0.513782594477,0.486217405523
2,92,0.443520370012,0.556479629988
2,93,0.991973471833,0.00802652816726
2,94,0.534542156765,0.465457843235
2,95,0.412172484131,0.587827515869
2,96,0.54536131462,0.45463868538
2,97,0.459157885359,0.540842114641
2,98,0.925028896413,0.0749711035872
2,99,0.504250025541,0.495749974459
2,100,0.961297618241,0.0387023817594
2,101,0.547177527234,0.452822472766
2,102,0.392591012344,0.607408987656
2,103,0.495706417102,0.504293582898
2,104,0.45199603028,0.54800396972
2,105,0.993300825296,0.00669917470366
2,106,0.433586182281,0.566413817719
2,107,0.557339770636,0.442660229364
2,108,0.658067896712,0.341932103288
2,109,0.434042883462,0.565957116538
2,110,0.440801550387,0.559198449613
2,111,0.522606762034,0.477393237966
2,112,0.502315578716,0.497684421284
2,113,0.553027613595,0.446972386405
2,114,0.433244781233,0.566755218767
2,115,0.996247057549,0.00375294245072
2,116,0.476223572737,0.523776427263
2,117,0.992091155327,0.00790884467331
2,118,0.370059298414,0.629940701586
2,119,0.417733226357,0.582266773643
2,120,0.443807788901,0.556192211099
2,121,0.434992479253,0.565007520747
2,122,0.520390582194,0.479609417806
2,123,0.564023198966,0.435976801034
2,124,0.491880653767,0.508119346233
2,125,0.77369213086,0.22630786914
2,126,0.513913134387,0.486086865613
2,127,0.54061793068,0.45938206932
2,128,0.501188828479,0.498811171521
2,129,0.49091914082,0.50908085918
2,130,0.580362654023,0.419637345977
2,131,0.533578074124,0.466421925876
2,132,0.433663890555,0.566336109445
2,133,0.305593695232,0.694406304768
2,134,0.492369536024,0.507630463976
2,135,0.62461657086,0.37538342914
2,136,0.476156150547,0.523843849453
2,137,0.389403491454,0.610596508546
2,138,0.307376661519,0.692623338481
2,139,0.99471260194,0.00528739805978
2,140,0.553031065445,0.446968934555
2,141,0.672377954848,0.327622045152
2,142,0.733648161558,0.266351838442
2,143,0.975946456908,0.0240535430916
2,144,0.483759754153,0.516240245847
2,145,0.396900897221,0.603099102779
2,146,0.475301472794,0.524698527206
2,147,0.31588795626,0.68411204374
2,148,0.992691814574,0.00730818542618
2,149,0.584657670717,0.415342329283
2,150,0.794961260361,0.205038739639
2,151,0.39235518837,0.60764481163
2,152,0.997655586119,0.00234441388147
2,153,0.539650816845,0.460349183155
2,154,0.478025299186,0.521974700814
2,155,0.469282800162,0.530717199838
2,156,0.452613856876,0.547386143124
2,157,0.461111406913,0.538888593087
2,158,0.488340139194,0.511659860806
2,159,0.409455586651,0.590544413349
2,160,0.499627278123,0.500372721877
2,161,0.336651795841,0.663348204159
2,162,0.54063843018,0.45936156982
2,163,0.752079598212,0.247920401788
2,164,0.664977053052,0.335022946948
2,165,0.799491541863,0.200508458137
2,166,0.34111678647,0.65888321353
2,167,0.950415403186,0.0495845968143
2,168,0.75242483435,0.24757516565
2,169,0.307891268624,0.692108731376
2,170,0.389537087529,0.610462912471
2,171,0.360571363408,0.639428636592
2,172,0.745975795606,0.254024204394
2,173,0.529911284003,0.470088715997
2,174,0.965391846151,0.0346081538489
2,175,0.631775335229,0.368224664771
2,176,0.697151869323,0.302848130677
2,177,0.358170844116,0.641829155884
2,178,0.428244087886,0.571755912114
2,179,0.491089642415,0.508910357585
2,180,0.394592906708,0.605407093292
2,181,0.425056759647,0.574943240353
2,182,0.749384681956,0.250615318044
2,183,0.374719683045,0.625280316955
2,184,0.366318595857,0.633681404143
2,185,0.515969105269,0.484030894731
2,186,0.610823657598,0.389176342402
2,187,0.364280697881,0.635719302119
2,188,0.373034097021,0.626965902979
2,189,0.400772820575,0.599227179425
2,190,0.585355703902,0.414644296098
2,191,0.631804366816,0.368195633184
2,192,0.702759899991,0.297240100009
2,193,0.741803801202,0.258196198798
2,194,0.636043954315,0.363956045685
2,195,0.480729544096,0.519270455904
2,196,0.399226596571,0.600773403429
2,197,0.59837484846,0.40162515154
2,198,0.97642408684,0.0235759131599
2,199,0.635532130301,0.364467869699
2,200,0.628567948346,0.371432051654
3278,84
3440,155
209,57
251,20
2511,105
1790,108
1799,155
3293,192
3374,181
1980,30
2931,51
1694,43
2422,44
2973,77
2306,81
1105,144
3535,57
2652,152
1137,179
1160,48
3369,33
2324,116
2107,153
3599,161
3264,183
1892,118
1003,183
1913,125
1241,29
304,79
104,162
344,22
294,102
108,51
1628,109
3225,15
3244,10
1778,84
3256,63
3040,154
1822,47
3485,63
325,69
1008,82
3087,137
1468,5
2824,52
3413,9
2046,14
2752,43
2200,113
2900,190
15,93
1487,48
3058,67
2842,172
1758,186
2531,45
3204,168
2437,144
3476,86
2278,199
2500,79
1722,134
1731,198
3449,89
3195,123
1890,199
1421,166
3004,57
1894,132
3168,152
1917,159
1862,90
3134,157
3086,139
1091,45
1634,12
2387,4
2636,117
2836,88
2080,43
2042,89
2884,67
1632,46
1575,52
1129,158
2260,64
2258,28
266,154
1797,17
2786,198
1190,75
1348,43
2579,69
1217,112
3184,198
3318,127
1444,192
3275,174
1529,154
1347,169
2590,69
3064,40
2025,190
3280,85
3253,133
1818,142
2797,140
3574,115
3160,60
1923,192
1103,196
1540,47
1508,162
273,175
27,118
2370,14
1327,33
2644,67
1210,85
1734,51
1025,59
2977,156
2946,168
190,179
3473,48
2915,163
1896,5
1782,153
1689,104
282,142
3489,194
123,197
319,5
3283,56
2699,51
162,30
1046,26
1784,41
2255,8
3077,89
3045,162
2020,125
2564,58
2769,136
3310,96
1024,45
2276,80
2166,59
2913,23
231,94
2154,93
2407,37
1368,169
2049,18
1601,193
2476,64
2917,99
1436,16
2718,60
1840,144
3046,36
1997,14
1931,140
259,158
3128,77
355,25
1035,48
1695,95
1396,18
1571,169
3197,98
2438,9
1195,7
2066,66
2781,124
2949,188
2217,131
1110,68
1563,89
2286,92
2901,142
1087,145
206,72
1412,77
2721,18
2627,93
3217,9
2459,141
2658,197
1537,77
1469,45
174,140
2493,73
3569,35
2368,42
1905,33
2056,188
1938,174
3210,140
2014,66
3067,114
268,189
1983,196
2269,53
153,38
2261,161
3159,171
139,93
2754,118
2301,157
2770,81
3388,8
1338,18
1362,118
2916,161
3510,15
1587,143
2051,180
1077,53
1825,8
1226,123
2589,14
2847,42
200,44
2617,125
1088,54
2197,182
1196,15
3395,130
336,116
1920,121
3051,27
1805,54
3320,98
1481,67
1394,151
1933,116
2430,22
1432,189
3181,55
2726,196
3417,171
1959,196
3550,116
2868,57
1948,23
1551,58
3121,106
1708,122
1208,108
1769,174
2885,116
2142,76
1162,149
1958,95
100,186
2234,142
1524,179
1197,80
1259,124
3096,25
2130,78
3156,19
2416,115
2557,103
1315,48
2892,129
2540,23
3354,107
2163,67
3033,130
2072,146
2520,133
2870,106
2150,36
2596,178
1219,170
307,26
2079,183
2397,3
2716,51
2164,139
1389,140
3262,194
3384,131
2196,125
1565,134
2984,5
1090,163
1906,103
2112,165
2793,183
2762,118
2469,116
3190,164
1595,134
3377,167
1706,103
1489,136
2036,2
1888,64
1069,131
1656,93
2516,186
1340,130
3090,117
2331,194
3131,154
2443,52
2121,198
1120,42
3047,198
1586,194
1588,103
149,100
1067,172
2744,184
360,33
1676,15
278,177
2266,189
161,30
2479,115
1021,83
2761,40
3097,17
2753,73
3326,154
1670,153
1974,156
2108,34
2367,42
3460,105
1294,54
2542,18
3487,22
1678,81
1133,136
2978,107
2924,47
2257,91
2647,194
3300,38
3462,89
2561,50
1868,179
2270,135
1864,5
2854,57
2828,143
1253,33
3498,72
2402,101
3390,91
1411,108
1406,8
3443,29
188,57
2920,72
2929,148
1946,168
2248,139
1308,172
1381,158
1801,177
1616,66
3034,171
2693,92
2825,30
2225,172
1927,117
1619,109
2424,17
1010,131
2013,20
3267,41
3104,195
1541,33
3227,152
275,152
332,177
2992,71
3519,188
141,56
1886,184
1819,192
1064,21
2008,69
2235,101
1951,39
1263,88
3582,187
2909,165
126,6
3302,97
356,34
1932,177
2709,195
1760,45
1606,27
2183,114
1399,134
3218,100
3438,65
3522,180
2326,100
1912,85
3102,125
2720,98
2213,134
2382,189
1192,89
3061,124
12,99
357,90
1650,70
2684,149
3215,167
1357,9
1791,52
2096,141
3014,78
1388,20
224,82
11,71
1086,48
2178,193
3448,186
1221,24
1108,166
1268,115
142,93
2017,198
270,22
3563,125
3188,66
2677,50
1964,191
2351,172
1187,141
131,182
3392,88
1266,92
2586,67
3367,151
3570,85
2325,106
2867,5
1883,93
1838,36
1184,189
3481,136
213,55
1748,33
2032,8
1475,143
176,141
3251,157
1193,30
2621,33
1811,154
3603,123
1415,60
1987,96
179,126
2927,95
2206,1
1816,119
2588,107
2127,90
2592,163
1435,137
3152,158
2940,188
1852,36
1023,121
261,127
1700,194
2095,30
3513,171
1106,110
1612,58
111,18
3282,145
2061,61
3028,22
2394,84
2294,29
3337,116
1672,89
3317,16
1082,23
3328,177
173,133
1300,187
3205,146
2722,56
3516,169
2329,63
1531,116
1794,48
2494,113
3562,184
1054,116
1053,66
163,42
2625,192
2574,75
1290,20
3294,146
2349,109
3155,53
1561,60
2317,1
3212,26
1856,2
2292,129
1001,175
3426,135
3496,134
1353,191
1986,87
1484,158
1925,188
1031,175
351,16
3604,124
2463,45
1592,4
3364,95
3074,39
295,174
1200,142
1795,159
2673,62
115,89
2585,199
3349,35
2580,190
1636,180
3083,77
2889,84
169,29
1907,181
2801,40
2283,163
1303,81
3501,5
2549,63
3298,75
1062,181
2632,153
1283,56
2473,20
2268,44
3540,117
2381,48
1398,88
1333,22
2778,148
1052,40
1660,62
3139,43
3243,66
2727,157
291,162
132,152
1122,167
1074,42
2756,130
2026,149
1844,82
1610,175
2785,144
1579,10
178,144
